ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
660,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,True
661,Always,Always,Never,Never,Never,Never,Always,Never,Never,Never,Always,Always,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,False
662,Never,Never,Sometimes,Always,Always,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Never,Always,True
663,Sometimes,Always,Always,Always,Never,Never,Never,Always,Never,Always,Always,Never,Always,Always,Never,Always,Never,Always,Never,Never,False
664,Never,Always,Never,Never,Never,Never,Always,Sometimes,Never,Always,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,True
665,Sometimes,Always,Never,Always,Never,Always,Always,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Always,Never,Always,Sometimes,Never,False
666,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Always,Always,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,True
667,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,False
668,Never,Never,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Never,Always,True
669,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,False
670,Never,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Never,Never,Never,Always,Always,Always,True
671,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,False
672,Sometimes,Never,Always,Sometimes,Always,Always,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,True
673,Never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,False
674,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Always,True
675,Never,Never,Sometimes,Never,Always,Always,Sometimes,Always,Always,Never,Always,Always,Never,Never,Always,Never,Sometimes,Always,Sometimes,Never,False
676,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Never,Always,Always,True
677,Never,Sometimes,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
678,Always,Never,Sometimes,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,True
679,Always,Never,Sometimes,Always,Always,Sometimes,Never,Never,Never,Always,Always,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Never,False
680,Sometimes,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Never,Never,True
681,Never,Always,Always,Always,Never,Sometimes,Always,Never,Never,Always,Never,Never,Sometimes,Always,Always,Never,Never,Always,Always,Never,False
682,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,True
683,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,False
684,Never,Always,Sometimes,Always,Always,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Always,Never,Always,Never,Always,True
685,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,False
686,Sometimes,Always,Never,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Never,Never,True
687,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Never,Always,Sometimes,Always,Always,Sometimes,False
688,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,True
689,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,False
690,Always,Never,Always,Sometimes,Never,Never,Never,Sometimes,Never,Always,Sometimes,Never,Never,Always,Always,Never,Never,Always,Never,Always,True
691,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Always,Never,Never,Always,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Always,False
692,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
693,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,False
694,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
695,Always,Sometimes,Always,Never,Always,Always,Never,Always,Sometimes,Never,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,False
696,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Always,Always,Always,Always,Never,Sometimes,Always,Always,Sometimes,True
697,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Never,Never,Sometimes,Always,Never,Never,Sometimes,False
698,Always,Never,Sometimes,Always,Always,Always,Never,Never,Never,Never,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Always,Always,True
699,Never,Always,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Always,False
700,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Never,True
701,Always,Sometimes,Sometimes,Never,Always,Never,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,False
702,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,True
703,Sometimes,Sometimes,Never,Always,Never,Never,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,False
704,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,Always,Sometimes,Always,Never,True
705,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,False
706,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,True
707,Always,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,False
708,Always,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,True
709,Always,Sometimes,Never,Never,Never,Always,Sometimes,Never,Never,Sometimes,Always,Always,Always,Never,Always,Never,Sometimes,Never,Never,Sometimes,False
710,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,True
711,Always,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Always,Always,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Always,False
712,Always,Never,Never,Always,Never,Always,Always,Always,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,True
713,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Always,Never,False
714,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Always,Never,Always,Sometimes,Always,Always,Always,Never,Always,True
715,Never,Always,Sometimes,Never,Never,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,False
716,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,True
717,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,False
718,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Never,Never,Never,Always,Always,Always,Always,Never,Never,Always,Never,Always,True
719,Always,Sometimes,Never,Never,Never,Always,Never,Never,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,False
720,Never,Always,Always,Sometimes,Never,Always,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,True
721,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,Never,Always,Always,Never,Never,Never,Sometimes,Always,Never,Never,Sometimes,Never,False
722,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Always,Never,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
723,Never,Sometimes,Never,Always,Never,Always,Always,Sometimes,Never,Sometimes,Always,Always,Never,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,False
724,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Never,Always,Never,True
725,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,False
726,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Never,Sometimes,True
727,Always,Always,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,False
728,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Always,Sometimes,Always,Never,True
729,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Never,Always,Always,Always,False
730,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,Always,Never,True
731,Sometimes,Always,Always,Never,Always,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
732,Always,Always,Always,Always,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,Never,Never,Never,Always,Always,True
733,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,False
734,Never,Never,Always,Never,Never,Never,Never,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Always,Never,Never,Always,True
735,Sometimes,Never,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Never,Never,False
736,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,True
737,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,False
738,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,True
739,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Always,Never,Never,Sometimes,Always,False
740,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,True
741,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,False
742,Never,Sometimes,Sometimes,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Sometimes,Never,Always,Never,Never,Never,Sometimes,True
743,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Never,Sometimes,False
744,Never,Never,Sometimes,Never,Never,Always,Always,Always,Never,Always,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,Never,Always,True
745,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Never,Sometimes,Never,Never,Always,False
746,Always,Never,Always,Never,Never,Sometimes,Always,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,Never,Never,True
747,Never,Never,Always,Always,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Always,False
748,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,True
749,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Always,Always,Always,Always,Never,Always,Always,Sometimes,Never,Never,False
750,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,True
751,Never,Never,Sometimes,Always,Always,Never,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,False
752,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Never,Always,Sometimes,True
753,Always,Never,Always,Always,Always,Never,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Always,Always,False
754,Sometimes,Always,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Never,Never,True
755,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,False
756,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,True
757,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Always,Always,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,Never,False
758,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,True
759,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Always,Sometimes,False
760,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,True
761,Never,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,False
762,Never,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,True
763,Sometimes,Always,Always,Never,Always,Always,Never,Always,Never,Always,Always,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,False
764,Sometimes,Never,Always,Always,Never,Always,Always,Sometimes,Sometimes,Never,Never,Always,Always,Always,Always,Never,Never,Sometimes,Never,Always,True
765,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,False
766,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,True
767,Never,Sometimes,Always,Always,Never,Never,Always,Never,Always,Never,Always,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,False
768,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,True
769,Never,Always,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,False
770,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,True
771,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,False
772,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,True
773,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,False
774,Never,Never,Always,Always,Never,Always,Always,Always,Always,Always,Never,Always,Never,Sometimes,Always,Never,Always,Never,Always,Sometimes,True
775,Always,Never,Never,Always,Sometimes,Never,Never,Always,Always,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,False
776,Never,Always,Always,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Always,Always,True
777,Always,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,False
778,Sometimes,Never,Never,Never,Never,Always,Never,Never,Sometimes,Always,Never,Never,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,True
779,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Always,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,False
780,Sometimes,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Sometimes,Never,Always,Never,Always,True
781,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Always,False
782,Always,Never,Never,Sometimes,Always,Never,Sometimes,Always,Always,Always,Never,Always,Never,Always,Always,Always,Never,Always,Sometimes,Never,True
783,Never,Never,Never,Never,Always,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,False
784,Never,Sometimes,Never,Always,Never,Always,Always,Always,Always,Never,Never,Always,Always,Never,Never,Sometimes,Always,Always,Never,Never,True
785,Never,Always,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,False
786,Always,Always,Always,Sometimes,Never,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Never,True
787,Never,Always,Never,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,False
788,Never,Never,Never,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Never,True
789,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,False
790,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,True
791,Never,Always,Never,Always,Always,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Never,False
792,Sometimes,Never,Never,Always,Never,Always,Never,Never,Sometimes,Never,Never,Always,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,True
793,Always,Always,Always,Always,Never,Never,Never,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Never,False
794,Sometimes,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,Always,Never,Never,Never,Never,Never,Always,Always,Never,Sometimes,Never,True
795,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,False
796,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,True
797,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,False
798,Never,Never,Never,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,True
799,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,False
800,Sometimes,Never,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,Never,Never,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,True
801,Never,Never,Never,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Never,Always,Always,False
802,Always,Always,Never,Sometimes,Always,Never,Always,Always,Always,Never,Sometimes,Always,Always,Never,Never,Sometimes,Never,Never,Always,Always,True
803,Always,Sometimes,Always,Never,Sometimes,Always,Always,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Never,Never,False
804,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,True
805,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Never,Always,Always,Always,Never,Sometimes,Always,Always,Always,Never,Never,Always,False
806,Never,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,True
807,Always,Always,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Never,Always,Always,Always,False
808,Never,Sometimes,Always,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Always,Always,Never,Always,Never,Sometimes,Always,Sometimes,True
809,Never,Always,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Always,Always,Always,Never,False
810,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,True
811,Always,Always,Never,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Always,Sometimes,False
812,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,True
813,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,False
814,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,True
815,Always,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Always,Never,Sometimes,Always,Always,Never,False
816,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Never,Never,Always,Sometimes,True
817,Never,Sometimes,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,False
818,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Always,Never,Always,Never,Always,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,True
819,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Never,Never,Never,False
820,Always,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
821,Never,Always,Always,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Always,Always,False
822,Never,Always,Always,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Never,Never,Always,True
823,Never,Never,Never,Never,Always,Never,Always,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,False
824,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Sometimes,Always,Never,Always,Always,Never,Always,True
